id,event_id,ticket_type_id,order_number,customer_name,customer_mobile,quantity,unit_price,discount_per_ticket,total_amount,holder_names,qr_codes,created_at,printed,remarks,buyer_category,customer_email,membership_no,student_id,ticket_type,refund
74a22be1-1484-4d51-8886-5720f57721ab,d9817193-ddc0-4753-baa5-756367203f5c,f881012a-4435-4147-a123-d67be312bf04,00000104,Abeer,03129012353,1,1050.00,0.00,1050.00,"""Aqib Ali Sheikh""","""data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAADoAAAA6AQAAAADJwHeFAAAAsElEQVR4nJ2RTQrCMBCFX2yWlfQALt0KKW4tCXg17+FVUroVFNx6iJQU3KSMVF3MZNnZzPDx3jA/ivCNfvPLwNpC6bZVnhMXw0BCM/oddGGvfNnwECQx4eIzIxp9Y2flOCHMZxJbqEk/NJsHBJORKDBN3nt6CU2825SZBpRAjrtARHU0jhNU0Z1EZxefYWIzg+wx4cZcS7FNNhTX6N7F7vZaC9I3QCeusbxwWP+4f3wAHk1BQHvQ9PEAAAAASUVORK5CYII=""",2025-10-18 20:53:07.984594+05,f,,general,abeer.ali@gmail.com,,,Early Bird,
cb00c3e5-f658-441e-90d5-995c6097d2e2,72273348-72e0-4dc0-8505-aa089febf2bb,fb390a6b-f494-473b-974a-008ea69e6545,00000105,Javed,03459988771,1,1050.00,0.00,1050.00,"""Ehsan""","""data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAADoAAAA6AQAAAADJwHeFAAAAuElEQVR4nK2RMQrCMBSG/2cyBtJbdBJadFQacBW8hBfxSIIHSOkkKO3a0QMILSm4VJ6gQ/McxSwJH9//v4QQ473K2WcHfj2QvubkYlJ0Q8XC6d3W6YhoAD5NvgpTJ5utNxgFKZPlkwThsbXsJwJWQBXYR854UfNWTO8f2A3mEKfqEIxInffNOo3eBWZe1dIh3QzSKYKxVji9y4434WSLuot7iHNlEN9Hw56Su9lMKWJSGRA59KcffAGkjUKfZnGwmgAAAABJRU5ErkJggg==""",2025-10-19 13:02:28.572708+05,f,,general,javed_k@gmail.com,,,Early Bird,
360c8a51-21da-4778-a9e1-d7558e9491c4,52bd5f34-8ebf-46d6-9c3e-53bdcd2973c0,af7c1d86-750b-4e94-9972-38fab7f66457,00000106,Zimal,03125678981,1,1050.00,0.00,1050.00,"""Zimal""","""data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAADoAAAA6AQAAAADJwHeFAAAAuklEQVR4nK2RsQrCMBCG/zMBl0D6AC5OnYRKHQsNuPpSPpIguKZ0rbRrwcU3aGnGygk6eHEUsyR8fPffJSHGa1WL9w78eiB93ZKTpBxCzZEzuoPTgmgAPk2+AlMXJ1tvMEekSnYPigjPvWX/IWAF1BN74Zi53fRRd780WTBHUVU0PDSiCjxA5VMpCXPWmiiZdBdScXdwORXWRs7outM6eh/gkt/EzMRbBSPn0bDn1d3spUOqCBAO/ekHn7v2QoobHEnjAAAAAElFTkSuQmCC""",2025-10-19 14:20:37.326136+05,f,,general,zimal.butt@gmail.com,,,Early Bird,
b5c1ddc4-8640-464e-867c-42dc3790e817,7bf0dd49-aa7d-42df-ac5e-015edef3bce3,6caa4065-e2da-47fe-b54b-38c6a6826286,00000107,Samina Chaudhry,03212654321,1,1050.00,0.00,1050.00,"""Samina Chaudhry""","""data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAADoAAAA6AQAAAADJwHeFAAAAuElEQVR4nK2RsQrCMBCG/7MZA+kquHcSWnQsNODqS/lIguCa0rXiXHDp5GpJxpYTdejFUcyS8PH9x92FGO9TLz438OuD1KUgK0n1CA1HzmD3VgmiALgs/SqY2biycRpjROp0O1FEeOwMu5mAE6Dx7IQz6c26EylihRJBH0SqLRPfRqlwdjYTc4GZ86uOHFI6xE7lc2MiZ7C3Yy+c1+x3LP28eeIigZb9KJjTqtc72TMlZYBw6E8/+ARuq0BYXj9ixAAAAABJRU5ErkJggg==""",2025-10-19 14:58:10.410490+05,f,,general,saminach@gmail.com,,,Ealry Bird,
6ea53a32-a928-4139-be27-473b73d06a89,72273348-72e0-4dc0-8505-aa089febf2bb,fb390a6b-f494-473b-974a-008ea69e6545,00000108,Tahir Ali,03112233445,1,1050.00,0.00,1050.00,"""Tahir Ali""","""data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAADoAAAA6AQAAAADJwHeFAAAAp0lEQVR4nKWRQQrCMBBFf0yWkeQQboVIXAoteGIPIEzptuAFhF7BkoKbhkhVNBldaTYTHvnz82dEwv00i0cFfr0IhY2oc1JdRpmKN0MdoZh8/9HwzIihI00ZQYL0DhW9iPiSwjYRtlRpGJ+pkAK1LqScaDNJX5BT0CDmZdfX7u01/8d1eZ85e7+KxTSG+tCD2Oi2kmV3elmoDNmx5dl3uZfCM/yfG7wBm587b4P4mrwAAAAASUVORK5CYII=""",2025-10-19 15:30:47.433225+05,f,,general,tahir_s@gmail.com,,,Early Bird,
a88a4f6f-5494-46a2-82a0-7640fab9292e,52bd5f34-8ebf-46d6-9c3e-53bdcd2973c0,af7c1d86-750b-4e94-9972-38fab7f66457,00000109,Babar,03456780123,1,1050.00,0.00,1050.00,"""Babar""","""data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAADoAAAA6AQAAAADJwHeFAAAAu0lEQVR4nK2RsQrCMBCG/9iOgfQtOgmVuAiFBFx9KSefR/ABUjoJFeeCiw8gWFJwqZxUh945ilkSPr477v4owvtUs88N/PpQ6WmhPCfu3tcknM5vfMpICiDk2VfD3MvOJmgMglTZ8qkEoaE1FCYCSoA6UmDOzSTzllWBChhn3eSATGOjZlWgxpKNwiEqz9wZd+/7nO0OcrE0Rjidx/4q8gF2xYXNPKbhVw+9FbsXh6NIrMr0Gnoi6k8/+AKEWD81RDXLHAAAAABJRU5ErkJggg==""",2025-10-19 15:50:05.236020+05,f,,general,babar.ali@hotmail.com,,,Early Bird,
0fad5975-f478-480b-a44a-c4467a0722aa,1cf6c29f-da8b-45de-a461-599fed8f10eb,ec8af2ef-64c5-4db3-91fc-6912d7bbf734,00000110,Ruman,03458901283,1,1050.00,0.00,1050.00,"""Ruman""","""data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAADoAAAA6AQAAAADJwHeFAAAAvklEQVR4nKWRsQrCMBCG/9gshUD6AN07CS06Cg24Cj6TjyT4ACldFeeCiyC4tiTQpeVEO/TiqLfc8fP9x/2JIHyqWkwd+HUQ8lIIw5Wy9TUFTGd2RjJFArBZ8rUwM+FmbRWGQKmS9SgChYZGk50VUATUjixjclotG+YSNPo9vDow10Zd23Pg6p8wGcsFIsqvKmCEhA+Z0uVaB0xnbsc7Y97ZXZe6+eUFFRHint0joU/pI95yV5XAQPEUU//3B18vqEFOiZswuwAAAABJRU5ErkJggg==""",2025-10-19 16:29:32.720992+05,f,,general,ruman.qureshi@hotmail.com,,,Ealry Bird,
da77b61e-edea-42c6-9558-dfe20562b689,72273348-72e0-4dc0-8505-aa089febf2bb,fb390a6b-f494-473b-974a-008ea69e6545,00000111,Ilyas,03331122334,1,1000.00,50.00,950.00,"""Ilyas""","""data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAADoAAAA6AQAAAADJwHeFAAAAr0lEQVR4nKWRQQrCMBBFf5oshfYALnuAlm4DCfRgXsELCSndKl7ApQdIsdBNw5Sq6CS60mxm+Mz8N58Iwv112aMCvzZCoRaWK8aPkqKZwQaoZL39MLwkSu4ObmYKCLKpYNxLEV9SFF1AEflcd2NRsgtBVd9UN3r7gKBncCWDnpQ8sa2VZcN05Cyhwt5FLONlGWJW484+cgY2dZtkL3POWrNvhz7JbjS/UOEZ/s8fXADfEjo1xG4p3AAAAABJRU5ErkJggg==""",2025-10-19 16:48:47.536339+05,f,,member,ilyas_k@yahoo.com,MN-4739,,Early Bird,
3889a211-5524-4520-8abc-1024c163a680,a22896a2-1934-46df-b58e-2b3d9e2769c0,3cf1f38b-ff83-40a4-bebf-cc440b0934a3,00000112,Aisha Pasha,03331987654,1,1000.00,50.00,950.00,"""Aisha Pasha""","""data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAADoAAAA6AQAAAADJwHeFAAAAtklEQVR4nK2RsQrCMBCG/9gsQiBdhe6dhErdk1XwZZ26pnQSlM6OvoElHSMn1SF3jmKWHB9f/uMuivA+/epzA78WSl93ynPiHvNAwpn80WtGNIBQl1+BtZfJNhgkQfpy/1SCULpZCpmACmCIFJhzScP2xl6BirZwrcuORrNOUxXzNkBjdE1kDojIjEYkK425ZrODXDTWCmfyzenOnGX2DhvWaymqA89ZZp+7s9hYX8LDZKL+9IMvW0I+frxz+nwAAAAASUVORK5CYII=""",2025-10-19 16:57:49.007458+05,f,,member,aishapasha@gmail.com,L-2847A,,Early Bird,
a87debef-2ca3-4a79-8381-89bfdc8d5a8d,72273348-72e0-4dc0-8505-aa089febf2bb,fb390a6b-f494-473b-974a-008ea69e6545,00000113,Javaria,03009812345,1,1050.00,0.00,1050.00,"""Ehsan""","""data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAADoAAAA6AQAAAADJwHeFAAAAt0lEQVR4nK2RsQrCMBCG/9gbI/EVnLpWIrhU0gfow/gQPlJXIcW1xdndVWhJoEvhRF0uHcVbEn7+fH/uTjE+1a6+J/DrRVHcqUoqbtAZJ56x2nsSCgHo9ktgvyAbH/0sFDAyW8B54eEZN/byFSlQTLKKrsfdSs5wLYMVHLDTndYsyecJj1z0BWa2QXoIKtN1nvzQBRNMwhmreNwKzrv3i4ZNJ3+aZBbBNOv6mUyj3ZTNQSjqTxt8ARUrO1ZgAZAyAAAAAElFTkSuQmCC""",2025-10-19 17:16:07.688432+05,f,,general,javaria.ali@gmail.com,,,Early Bird,
833baebc-517a-47c2-bd2f-3ec8cebecf3b,72273348-72e0-4dc0-8505-aa089febf2bb,fb390a6b-f494-473b-974a-008ea69e6545,00000114,Xain,03319876543,1,1000.00,50.00,950.00,"""Xain""","""data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAADoAAAA6AQAAAADJwHeFAAAAuUlEQVR4nK2RQQqDMBBFf6pQhEA8RMFVQanLQnKAQs/UIxV6gIjr4lpw0xsouoxM0S6c6bI0mwyPN0P+RBHWU+0+N/BroeJnoRwntp9qEs7gLi5mJAbgs/RrYObkZOM1giBVWs5KEAqtIb8RUATUI3nmJMEcW9YF8pGxJ7s5IJyp16xL0bwPRaRvzCHKG+4s2bspY9lBdtTGCGdwh/tL7Ado8o69eSnKK5+zZn8kYmNVCge9EfWnH3wDQmQ8thCJDkwAAAAASUVORK5CYII=""",2025-10-19 18:13:04.195343+05,f,,member,xain.noor@hotmail.com,MN-3834,,Early Bird,
0dbdbe3f-97f5-49a5-a96c-bb244b12fcf7,1cf6c29f-da8b-45de-a461-599fed8f10eb,ec8af2ef-64c5-4db3-91fc-6912d7bbf734,00000115,Salma,03120544349,1,1050.00,0.00,1050.00,"""Salma""","""data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAADoAAAA6AQAAAADJwHeFAAAAs0lEQVR4nKVRQQrCQAyc1VyEhe0XPPUkVOpRaR7QT/kPPyH4gC31Kj33EYKlPVYitgcTj5pLwjAzZBInmKpazB34dXB02zrWSPEYajGcjksmhRCAmCZfhilb5xA9RoNUye7pDCJjGyR+EMgSqHuJipM1+aZVKid0Dzz4o1I1hfTeqLozHVKVCyLiG8txlA2WU/T7EKwPX89rcx9A8pPa+T1QqX2m7JeVuViVgOF1irn/+8EXtm87s9Hjj9wAAAAASUVORK5CYII=""",2025-10-19 20:03:26.768559+05,f,,general,salma.bibi@gmail.com,,,Ealry Bird,
c62e3019-8cd1-4a98-b92d-0a260ba37c8f,a22896a2-1934-46df-b58e-2b3d9e2769c0,3cf1f38b-ff83-40a4-bebf-cc440b0934a3,00000116,Shafiq,03216766548,1,1000.00,50.00,950.00,"""Khalid""","""data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAADoAAAA6AQAAAADJwHeFAAAAtklEQVR4nK2RsQrCMBCG/2gWIZC+glMnQYljIQHXPpIvJfgAKVmVuhZcfIOUZqycVIfmHMUsOT6++8ldBOF9msXnBn4thLzuhMuJjSkQc3pXO5kRCcCXxVdg6Xiy9gojI02xfwpGaOw0+ZmAlkAYyGdOrOymy7pAJhhr7OyA2lbHC+tap3gos7lARFWrmCMkEnfssNWaOb27nR5sP0Aw9+zNU3Gs85xp9nResY01hXJQMxF/+sEXlHo+tis0p4wAAAAASUVORK5CYII=""",2025-10-19 20:07:39.831467+05,f,,member,shafiq.noor@gmail.com,L-2999,,Early Bird,
625293ca-2df7-4e7f-a8bc-656cc9b32f6b,72273348-72e0-4dc0-8505-aa089febf2bb,fb390a6b-f494-473b-974a-008ea69e6545,00000117,Hooria,03007890114,1,1000.00,50.00,1000.00,"""Sahir""","""data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAADoAAAA6AQAAAADJwHeFAAAAuklEQVR4nKWRMQrCQBBFZ3UbYWBzABurVIJCSiFzAMGreAWPJHiADVsJimkD6W0Nu2VkJKZwxlK3meXz/sD/Yxjer5qME+DXj7HXtSGplI8UWDEdbckKxQKAz7OvhTnpzc4j9EqpsuJplMJ949h/FOApQIjsBXPmsGyEy3Cq95jwIFzMMV6UyxZzykWugdncUDHG1kkzZVw5p5iO2uNCMEP2sGijbr7Y3VWHzuNpphqrMiRAmWKc/17wBUK7QSRb6g1OAAAAAElFTkSuQmCC""",2025-10-19 21:05:58.567047+05,f,,member,hooria.akhtar@gmail.com,MN-3848,,Early Bird,
03898645-742d-403b-bafd-3bae174849b5,a22896a2-1934-46df-b58e-2b3d9e2769c0,3cf1f38b-ff83-40a4-bebf-cc440b0934a3,00000118,Arsal,03216789072,1,1050.00,0.00,1050.00,"""Fahad""","""data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAADoAAAA6AQAAAADJwHeFAAAArUlEQVR4nGP8zwAGB5kgNAMDuQxGFgZDRgdkEfsPX5j/o6j56PCXgQVNuzOGgXfQRPgP7D3wB0mE4T8Ds7EBg/0BuAgjFl8IHPzLIIBizsOaLwIqKC688F1Y8cABZJPP/P/AbPwfYTLD/w+fDRgOoNkloPv9DMIukHtsznxG0WX/mfnDByRdIL+/ve+AZBeYYcKM5ncezl4UF/IfYPmCrAbsdxtku1gYoJ6nMAYBVIk8sOKHMuQAAAAASUVORK5CYII=""",2025-10-19 21:16:28.441964+05,f,,general,arsal.malik@hotmail.com,,,Early Bird,
afe37448-0aba-47b1-91e2-34ea90911091,72273348-72e0-4dc0-8505-aa089febf2bb,fb390a6b-f494-473b-974a-008ea69e6545,00000119,Haya,03336789069,1,1000.00,50.00,950.00,"""Romeela""","""data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAADoAAAA6AQAAAADJwHeFAAAAuUlEQVR4nKWRsQrCMBCG/2gWIZKsjk6dCpG6Nw/QR3LxkQQfIKWzOHdydG1JxsoJduido2a58PHdD3enCJ/XruYK/PpR+nZQgZN6yB0JZwxN0IxoALFwX4FFkMk2GkyCtO74UoLQ1FuKCwGtgS5RZE45VWXPuhRts/XZnBkZH9nv0rINEFVUpXrJARHhbkSy0j4XbHZQnYy1whmDv+yF46suyRzg1DyZo2GvbtiIjbXOBBg+xVz/veAbAuhB2i+vXNkAAAAASUVORK5CYII=""",2025-10-19 21:55:29.971752+05,f,,member,haya.noor@gmail.com,L-2120,,Early Bird,
6a955544-be6a-4802-812c-2e4ab077a80a,1cf6c29f-da8b-45de-a461-599fed8f10eb,ec8af2ef-64c5-4db3-91fc-6912d7bbf734,00000120,Aun,03335678926,1,1050.00,0.00,1050.00,"""Shahzaib""","""data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAADoAAAA6AQAAAADJwHeFAAAAsElEQVR4nK2RsQrCMBRFb2zGQvoLTp0EpY6FPHAq+LOCH5DStVLXfoRgacHFcgUdmucoZkk4nHcflxjiferV5wZ+fRh72RmJib9PDZUzyFFsRCyAkGdfgbnoZBdSPBWps/1sFOGzdwwLAROgGRkiZyY3fTQFtgV94RcHZOfvrZqSIUge9QLJskuVY+x10o4fS+eUM8h0WitnW3DUuwCp4hwLd85uVaK7l4dH1ML86QdfnAtFWgR0es4AAAAASUVORK5CYII=""",2025-10-20 12:01:46.727305+05,f,,general,aun.hassan@gmail.com,,,Ealry Bird,
45dbcab8-e666-4414-9fa1-f91f2d2bae5d,72273348-72e0-4dc0-8505-aa089febf2bb,fb390a6b-f494-473b-974a-008ea69e6545,00000121,Shazil,03125678966,1,1000.00,50.00,950.00,"""Shazil""","""data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAADoAAAA6AQAAAADJwHeFAAAAu0lEQVR4nK2RMQrCQBBF/5otA5tbpBKUtYzsglXAw3gA7+IZhBxgQ2pJHbDxAIIhCzaREbXIjKU4zQ6PP5/5s4rwrnr2eYFfG6VPS+U5cbfYkND0fus1IxpAyLMvw9xLZxNSjILU2eqhBKGxMxQmAkqAZqDANKlJ5h2bAsG2zrpJo2HSWHVWXCPu1znLBSIq2lQ4Kx2j1LhhYYzQ9B7Hi7gPcLBntvOr2ZXcR8NU2bVMZPZic2cp1J9+8Ak2/zqvvYx0MgAAAABJRU5ErkJggg==""",2025-10-20 12:21:39.415756+05,f,,member,shazil.butt@gmail.com,MN-2856,,Early Bird,
