order_number,customer_name,customer_mobile,customer_email,ticket_type,buyer_category,quantity,unit_price,discount_per_ticket,total_amount,holder_names,membership_no,student_id,printed,refund,remarks,created_at
00000149,Anaya,03456789034,anaya.butt@gmail.com,Early Bird,student,1,2100.00,0.00,2100.00,"""Anaya""",,,f,,,2025-10-21 17:11:06.972787+05
00000150,Waseem,03219210021,waseemakram@gmail.com,Early Bird,member,1,1000.00,50.00,950.00,"""Waseem""",L-1076,,f,,,2025-10-21 17:56:41.437540+05
00000151,Noreen,03211234567,noreen.bibi@gmail.com,Early Bird,general,1,700.00,0.00,700.00,"""Noreen""",,,f,,,2025-10-21 18:02:16.740516+05
00000152,Noreen,03211234567,noreen.bibi@gmail.com,Early Bird,general,1,700.00,0.00,700.00,"""Amir""",,,f,,,2025-10-21 18:18:11.596020+05
00000153,Javed,03135544332,javed_k@gmail.com,Early Bird,member,1,1000.00,50.00,950.00,"""Javed""",L-1620,,f,,,2025-10-21 18:22:47.057569+05
00000154,Hina Malik,03211766568,hinamalik@hotmail.com,Early Bird,general,1,700.00,0.00,700.00,"""Hina Malik""",,,f,,,2025-10-21 18:33:34.151956+05
00000155,Esha Sheikh,03257576744,eshasheikh@hotmail.com,Ealry Bird,member,1,1000.00,50.00,950.00,"""Esha Sheikh""",MN-2625,,f,,,2025-10-21 19:01:09.059864+05
00000156,Jahangir,03212345678,jahangir.khan@gmail.com,Early Bird,member,1,1000.00,50.00,950.00,"""Zayan""",MN-2017,,f,,,2025-10-21 20:05:20.072267+05
00000157,Mazhar,(+92)300 - 1433225,mazharali@gmail.com,Ealry Bird,member,1,1000.00,50.00,950.00,"""Mazhar""",Mn-2563,,f,,,2025-10-21 20:21:19.092456+05
00000158,Eshal Ali Khan,03295960920,eshalali@gmail.com,Early Bird,general,1,1050.00,0.00,1050.00,"""Eshal Ali Khan""",,,f,,,2025-10-21 20:35:36.176637+05
00000159,Razia,03451654323,razia_b@gmail.com,Early Bird,general,1,700.00,0.00,700.00,"""Razia""",,,f,,,2025-10-21 21:11:08.186043+05
00000160,Naveed,03225566778,naveed_s@yahoo.com,Early Bird,general,1,700.00,0.00,700.00,"""Naveed""",,,f,,,2025-10-22 11:05:01.844614+05
00000161,Yaqoob,03012345678,yaqoob_ali@yahoo.com,Early Bird,member,1,1000.00,50.00,950.00,"""Yaqoob""",MN-2208,,f,,,2025-10-22 11:24:33.051553+05
00000162,Yaqoob,03012345678,yaqoob_ali@yahoo.com,Early Bird,general,1,1050.00,0.00,1050.00,"""Ghulam""",,,f,,,2025-10-22 11:57:37.766430+05
00000163,Zara,(+92)333 - 3433250,zara.bibi@gmail.com,Early Bird,general,1,700.00,0.00,700.00,"""Zara""",,,f,,,2025-10-22 12:07:30.556443+05
00000164,Mishkat,03216789104,mishkat.hassan@gmail.com,Early Bird,general,1,1050.00,0.00,1050.00,"""Mishkat""",,,f,,,2025-10-22 12:07:43.278450+05
00000165,Ozair,03004455667,ozair_noor@hotmail.com,Early Bird,member,1,1000.00,50.00,950.00,"""Eman""",MN-3633,,f,,,2025-10-22 13:11:32.637925+05
00000166,Sajid,03123877660,sajid786@gmail.com,Early Bird,member,1,1000.00,50.00,950.00,"""Usman""",MN-1242,,f,,,2025-10-22 13:21:03.474361+05
00000167,Rukhsana,(+92)300 - 8543211,rukhsana.rana@gmail.com,Early Bird,general,1,700.00,0.00,700.00,"""Mushk""",,,f,,,2025-10-22 13:25:39.691704+05
00000168,Abeera Bibi,03305051818,abeerabibi@gmail.com,Early Bird,general,1,3500.00,0.00,3500.00,"""Abeera Bibi""",,,f,,,2025-10-22 13:27:30.480826+05
00000169,Faisal,03331122334,faisal_k@hotmail.com,Early Bird,general,1,1050.00,0.00,1050.00,"""Faisal""",,,f,,,2025-10-22 13:57:36.286672+05
00000170,Faisal,03331122334,faisal_k@hotmail.com,Early Bird,general,1,1050.00,0.00,1050.00,"""Arshad""",,,f,,,2025-10-22 13:57:37.181898+05
00000171,Daud,03458982345,daud.malik@gmail.com,Early Bird,general,1,1050.00,0.00,1050.00,"""Daud""",,,f,,,2025-10-22 14:16:59.366909+05
00000172,Gulrukh,03319876543,gulrukh.bano@yahoo.com,Early Bird,general,1,1050.00,0.00,1050.00,"""Gulrukh""",,,f,,,2025-10-22 15:20:38.847408+05
00000173,Imtiaz,03009766560,imtiaz786@gmail.com,Early Bird,member,1,1000.00,50.00,950.00,"""Imtiaz""",MN-2937,,f,,,2025-10-22 15:38:06.248350+05
00000174,Adnan,03455544344,adnanali@gmail.com,Early Bird,general,1,3500.00,0.00,3500.00,"""Adnan""",,,f,,,2025-10-22 16:07:52.110037+05
00000175,Waqar,03216512345,waqar.khan@gmail.com,Early Bird,general,1,1050.00,0.00,1050.00,"""Azra""",,,f,,,2025-10-22 16:15:12.700595+05
00000176,Jannat,03293940608,jannat.bibi@gmail.com,Early Bird,general,1,1050.00,0.00,1050.00,"""Rida""",,,f,,,2025-10-22 16:15:23.739310+05
00000177,Adnan,03211322099,adnan.k@gmail.com,Early Bird,member,1,3450.00,50.00,3400.00,"""Adnan""",MN-3623,,f,,,2025-10-22 16:42:01.032691+05
00000178,Samina,03218322118,samina.noor@gmail.com,Early Bird,general,1,700.00,0.00,700.00,"""Faisal""",,,f,,,2025-10-22 17:08:14.207221+05
00000179,Hamza,03456780123,hamza.malik@gmail.com,Early Bird,member,1,1000.00,50.00,950.00,"""Hamza""",L-2283,,f,,,2025-10-22 17:56:42.882377+05
00000180,Muneeb,03368687655,muneeb.khan@hotmail.com,Ealry Bird,member,1,1000.00,50.00,950.00,"""Muneeb""",L-0522,,f,,,2025-10-22 18:32:57.154922+05
00000181,Khadija,03314567890,khadija.bibi99@hotmail.com,Early Bird,general,1,1050.00,0.00,1050.00,"""Khawaja""",,,f,,,2025-10-22 18:43:05.742249+05
00000182,Amaya,03330123498,amaya.hassan@gmail.com,Early Bird,general,1,700.00,0.00,700.00,"""Amaya""",,,f,,,2025-10-22 19:01:28.164979+05
00000183,Gul Bano,03009655477,gulbano@hotmail.com,Ealry Bird,member,1,1000.00,50.00,950.00,"""Gul Bano""",L-0257,,f,,,2025-10-22 19:37:03.152818+05
00000184,Majeed,03213544330,majeedali@gmail.com,Early Bird,member,1,1000.00,50.00,950.00,"""Majeed""",MN-4209,,f,,,2025-10-22 20:07:42.128672+05
00000185,Ayan,03362627595,ayanbutt@gmail.com,Early Bird,general,1,700.00,0.00,700.00,"""Ayan""",,,f,,,2025-10-22 20:52:17.773567+05
00000186,Khalid,03135544332,khalid_ali@gmail.com,Early Bird,general,1,3500.00,0.00,3500.00,"""Rashid""",,,f,,,2025-10-22 21:32:01.158132+05
00000187,Ejaz,03441122334,ejaz_s@gmail.com,Early Bird,general,1,1050.00,0.00,1050.00,"""Ejaz""",,,f,,,2025-10-23 11:02:49.258962+05
00000188,Zain,03451234588,zain.butt@gmail.com,Early Bird,general,1,1050.00,0.00,1050.00,"""Zain""",,,f,,,2025-10-23 11:21:23.303726+05
00000189,Sufyan,03012345678,sufyan_ali@gmail.com,Early Bird,general,1,1050.00,0.00,1050.00,"""Sufyan""",,,f,,,2025-10-23 12:07:03.132766+05
00000190,Ruhab,03451234541,ruhab.butt@gmail.com,Early Bird,general,1,700.00,0.00,700.00,"""Ruhab""",,,f,,,2025-10-23 12:13:18.093254+05
00000191,Zaid Hamid,03009322132,zaidhamid@gmail.com,Early Bird,general,1,3500.00,0.00,3500.00,"""Zaid Hamid""",,,f,,,2025-10-23 12:19:19.009456+05
00000192,Kamran,03331655458,kamranali786@gmail.com,Early Bird,general,1,1050.00,0.00,1050.00,"""Kamran""",,,f,,,2025-10-23 12:29:03.484402+05
00000193,Ayaan,03216789079,ayaan.raza@gmail.com,Early Bird,general,1,1050.00,0.00,1050.00,"""Ayaan""",,,f,,,2025-10-23 12:36:26.739478+05
00000194,Zainab,03455630123,zainab.bibi@gmail.com,Early Bird,general,1,700.00,0.00,700.00,"""Zainab""",,,f,,,2025-10-23 12:38:04.030473+05
00000195,Faiza,(+92)345 - 7877700,faizamalik@gmail.com,Early Bird,general,1,1050.00,0.00,1050.00,"""Faiza""",,,f,,,2025-10-23 12:56:45.786134+05
00000196,Hamza Iqbal,03129988806,hamzaiqbal@gmail.com,Early Bird,general,1,1050.00,0.00,1050.00,"""Hamza Iqbal""",,,f,,,2025-10-23 13:11:10.123009+05
00000197,Farah,0345.6677889,farah.noor@gmail.com,Early Bird,general,1,700.00,0.00,700.00,"""Farah""",,,f,,,2025-10-23 13:36:58.573062+05
00000198,Komal,03122655441,komal.malik@gmail.com,Early Bird,member,1,1000.00,50.00,950.00,"""Aun""",MN-4201,,f,,,2025-10-23 13:41:51.895846+05
00000199,Hunaid,03007890171,hunaid.qureshi@gmail.com,Early Bird,general,1,700.00,0.00,700.00,"""Hunaid""",,,f,,,2025-10-23 13:48:21.141570+05
00000200,Luqman,03339160123,luqman.khan@gmail.com,Early Bird,general,1,1050.00,0.00,1050.00,"""Luqman""",,,f,,,2025-10-23 14:05:06.295835+05
00000201,Zara,(+92)333 - 3433249,zara.bibi@gmail.com,Early Bird,general,1,3500.00,0.00,3500.00,"""Zara""",,,f,,,2025-10-23 14:23:31.738610+05
00000202,Amaya,03330123504,amaya.khan@gmail.com,Early Bird,member,1,1000.00,50.00,950.00,"""Amaya""",PM-9713,,f,,,2025-10-23 14:41:05.265026+05
00000203,Naureen,03003988788,naureen.ch@yahoo.com,Early Bird,general,1,1050.00,0.00,1050.00,"""Maha""",,,f,,,2025-10-23 15:10:47.015157+05
00000204,Aliya,03414567890,aliya.noor@hotmail.com,Early Bird,general,1,700.00,0.00,700.00,"""Aliya""",,,f,,,2025-10-23 15:45:39.566220+05
00000205,Hamid Raza,03124210010,hamidraza@gmail.com,Early Bird,general,1,700.00,0.00,700.00,"""Amir""",,,f,,,2025-10-23 15:51:30.753704+05
00000206,Hareem,(+92)300 - 9322115,hareem.k@yahoo.com,Ealry Bird,member,1,1000.00,50.00,950.00,"""Hareem""",MN-3214,,f,,,2025-10-23 15:54:06.441189+05
00000207,Taha,03415678901,taha.ali99@gmail.com,Early Bird,general,1,1050.00,0.00,1050.00,"""Taha""",,,f,,,2025-10-23 15:58:40.056126+05
00000208,Waseem,03216550123,waseem.khan@gmail.com,Early Bird,general,1,1050.00,0.00,1050.00,"""Waseem""",,,f,,,2025-10-23 16:08:53.784296+05
00000209,Aneela,03217887655,aneela.ch@gmail.com,Early Bird,general,1,700.00,0.00,700.00,"""Aneela""",,,f,,,2025-10-23 16:47:41.300384+05
00000210,Rohan Khan,03080809876,rohankhan@yahoo.com,Early Bird,member,1,1000.00,50.00,950.00,"""Rohan Khan""",L-1623A,,f,,,2025-10-23 16:58:57.665350+05
00000211,Esha,03416789012,esha.khan99@gmail.com,Early Bird,general,1,3500.00,0.00,3500.00,"""Esha""",,,f,,,2025-10-23 17:55:16.368523+05
00000212,Rabia Noor,03339544333,rabianoor@gmail.com,Early Bird,general,1,700.00,0.00,700.00,"""Rabia Noor""",,,f,,,2025-10-23 18:05:08.662935+05
00000213,Faisal,03332543211,faisalali@yahoo.com,Early Bird,member,1,1000.00,50.00,950.00,"""Faisal""",MN-1676,,f,,,2025-10-23 18:10:24.859495+05
00000214,Azra,03339544334,azra.noor@gmail.com,Early Bird,general,1,700.00,0.00,700.00,"""Ishtiaq""",,,f,,,2025-10-23 18:20:44.621360+05
00000215,Anwar,03217654321,anwarali@gmail.com,Ealry Bird,general,1,1050.00,0.00,1050.00,"""Tariq""",,,f,,,2025-10-23 18:44:15.278950+05
00000216,Faiz,03454546614,faizbutt@gmail.com,Early Bird,general,1,1050.00,0.00,1050.00,"""Rani""",,,f,,,2025-10-23 18:49:44.328372+05
00000217,Misbah Iqbal,(+92)333 - 1433249,misbahiqbal@gmail.com,Early Bird,general,1,1050.00,0.00,1050.00,"""Misbah Iqbal""",,,f,,,2025-10-23 19:15:30.264526+05
00000218,Alishba,03330123440,alishba.hassan@hotmail.com,Early Bird,general,1,700.00,0.00,700.00,"""Haider Ali""",,,f,,,2025-10-23 19:17:54.814811+05
00000219,Kamran,03219544366,kamranbutt@gmail.com,Early Bird,member,1,1000.00,50.00,950.00,"""Luqman""",MN-1252,,f,,,2025-10-23 20:06:06.481760+05
00000220,Salman,03216789170,salman.noor@yahoo.com,Early Bird,member,1,1000.00,50.00,950.00,"""Zara""",MN-2131,,f,,,2025-10-23 20:07:43.881931+05
00000221,Ansha,03456789064,ansha.butt@gmail.com,Early Bird,member,1,1000.00,50.00,950.00,"""Ansha""",MN-4921,,f,,,2025-10-23 20:07:46.366864+05
00000222,Zubair,03459766579,zubairahmed@gmail.com,Early Bird,general,1,700.00,0.00,700.00,"""Zubair""",,,f,,,2025-10-23 20:21:30.852478+05
00000223,Rizwan Ahmed,0300-9876543,rizwan.a786@gmail.com,Early Bird,general,1,1050.00,0.00,1050.00,"""Rizwan Ahmed""",,,f,,,2025-10-23 20:39:59.987936+05
00000224,Aleeza,03347475743,aleeza.malik@gmail.com,Early Bird,general,1,700.00,0.00,700.00,"""Aleeza""",,,f,,,2025-10-23 20:52:39.883594+05
00000225,Arham,03007890185,arham.hassan@gmail.com,Ealry Bird,general,1,1050.00,0.00,1050.00,"""Saad""",,,f,,,2025-10-23 20:56:14.154250+05
00000226,Musa,03129012327,musa.raza@gmail.com,Early Bird,general,1,1050.00,0.00,1050.00,"""Faisal""",,,f,,,2025-10-23 21:32:55.287339+05
00000227,Faisal,03135544332,faisal_k@gmail.com,Early Bird,general,1,1050.00,0.00,1050.00,"""Faisal""",,,f,,,2025-10-23 21:33:42.418877+05
00000228,Ayaan,03216789209,ayaan.malik@gmail.com,Early Bird,general,1,3500.00,0.00,3500.00,"""Ayaan""",,,f,,,2025-10-23 21:48:51.096730+05
00000229,Masood,03457322120,masoodali@gmail.com,Early Bird,general,1,700.00,0.00,700.00,"""Masood""",,,f,,,2025-10-23 21:57:48.452540+05
00000230,Shahida,(+92)300 - 3099898,shahida.noor@hotmail.com,Early Bird,general,1,1050.00,0.00,1050.00,"""Shahida""",,,f,,,2025-10-24 11:08:07.871034+05
00000231,Rohaan,03494950718,rohaanraja@gmail.com,Ealry Bird,general,1,1050.00,0.00,1050.00,"""Faaris Ali""",,,f,,,2025-10-24 11:08:51.925943+05
00000232,Khalid,(+92)345 - 0988769,khalid.m@gmail.com,Early Bird,general,1,1050.00,0.00,1050.00,"""Zahra Noor""",,,f,,,2025-10-24 11:09:45.072385+05
00000233,Umair,03454300123,umair.jutt@gmail.com,Ealry Bird,member,1,1000.00,50.00,950.00,"""Haya""",MN-3802,,f,,,2025-10-24 11:14:49.215152+05
00000234,Shehzad,03332198765,shehzad786@gmail.com,Early Bird,general,1,700.00,0.00,700.00,"""Shehzad""",,,f,,,2025-10-24 11:49:23.926748+05
00000235,Vaseem Ali,0333-5544332,vaseem_ali@hotmail.com,Early Bird,general,1,3500.00,0.00,3500.00,"""Vaseem Ali""",,,f,,,2025-10-24 12:42:31.852440+05
00000236,Asad,03219544367,asadiqbal@gmail.com,Early Bird,general,1,1050.00,0.00,1050.00,"""Asad""",,,f,,,2025-10-24 13:23:04.273622+05
00000237,Amaya,03330123506,amaya.hassan@gmail.com,Early Bird,general,1,700.00,0.00,700.00,"""Amaya""",,,f,,,2025-10-24 13:31:24.272587+05
00000238,Mubashir,03456677889,mubashir_k@gmail.com,Early Bird,general,1,2100.00,0.00,2100.00,"""Mubashir""",,,f,,,2025-10-24 13:45:04.938232+05
00000239,Sabeen,0321456789,sabeen_s@gmail.com,Early Bird,general,1,1050.00,0.00,1050.00,"""Sabeen""",,,f,,,2025-10-24 14:12:18.401162+05
00000240,Mehmood,03331122334,mehmood_k@yahoo.com,Ealry Bird,member,1,1000.00,50.00,950.00,"""Mehmood""",L-4414,,f,,,2025-10-24 14:13:42.284906+05
00000241,Dildar,0333-5544332,dildar_s@gmail.com,Early Bird,general,1,1050.00,0.00,1050.00,"""Dildar""",,,f,,,2025-10-24 14:15:15.848291+05
00000242,Farzana,03211877653,farzanamalik@gmail.com,Ealry Bird,member,1,1000.00,50.00,950.00,"""Mehmood""",MN-3993,,f,,,2025-10-24 14:32:20.116546+05
00000243,Wania,03336789042,wania.noor@gmail.com,Early Bird,member,1,1000.00,50.00,950.00,"""Wania""",MN-4011,,f,,,2025-10-24 14:50:32.217946+05
00000244,Zara,03121544347,zarakhan@gmail.com,Early Bird,general,1,1050.00,0.00,1050.00,"""Zara""",,,f,,,2025-10-24 14:54:42.575107+05
00000245,Rayyan,03216789175,rayyan.malik@gmail.com,Early Bird,general,1,1050.00,0.00,1050.00,"""Rayyan""",,,f,,,2025-10-24 14:55:04.015487+05
00000246,Shaukat,03218877672,shaukatahkhtar@gmail.com,Early Bird,general,1,1050.00,0.00,1050.00,"""Shaukat""",,,f,,,2025-10-24 15:02:01.678166+05
00000247,Salman,03216789169,salman.malik@gmail.com,Early Bird,general,1,700.00,0.00,700.00,"""Salman""",,,f,,,2025-10-24 15:06:32.405449+05
00000248,Qamar,03009322148,qamarhussain@gmail.com,Ealry Bird,general,1,1050.00,0.00,1050.00,"""Saad""",,,f,,,2025-10-24 15:07:52.031114+05
00000249,Ehsan,03005670123,ehsan.khan@gmail.com,Early Bird,member,1,1000.00,50.00,950.00,"""Ehsan""",MN-1570,,f,,,2025-10-24 15:29:41.314998+05
00000250,Mariam,03216709876,mariam.javed@gmail.com,Early Bird,general,1,1050.00,0.00,1050.00,"""Sumbal""",,,f,,,2025-10-24 15:45:30.390241+05
00000251,Syed,03459766587,syedimran786@gmail.com,Ealry Bird,member,1,1000.00,50.00,950.00,"""Mishkat""",MN-2124,,f,,,2025-10-24 15:57:00.754841+05
00000252,Kashif,03339101121,kashifch@gmail.com,Early Bird,general,1,700.00,0.00,700.00,"""Nadia""",,,f,,,2025-10-24 15:57:44.278928+05
00000253,Nighat,03126322121,nighatzaman@gmail.com,Ealry Bird,member,1,1000.00,50.00,950.00,"""Kashif""",MN-3962,,f,,,2025-10-24 16:06:57.754557+05
00000254,Shahzain,03217172640,shahzainqureshi@gmail.com,Early Bird,general,1,700.00,0.00,700.00,"""Shahzain""",,,f,,,2025-10-24 16:23:49.933267+05
